epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,17817.2,0.86799,0.43358,0.90048,0.96982,0.93106,0.98171,0.75457,1.09828,0.52028,0.99708,0.000193728,0.000193728,0.000193728
77,17825.5,0.85612,0.43663,0.90498,0.94699,0.91182,0.97532,0.7605,1.11989,0.63245,1.01049,0.000180201,0.000180201,0.000180201
78,17833.9,0.8628,0.43753,0.90956,0.96576,0.91718,0.98131,0.76368,1.12751,0.55166,1.0218,0.000167119,0.000167119,0.000167119
79,17842.2,0.85747,0.42622,0.90561,0.97,0.91665,0.98345,0.75835,1.15098,0.5335,1.02885,0.000154495,0.000154495,0.000154495
80,17850.5,0.85038,0.42173,0.90578,0.95683,0.95632,0.98525,0.76086,1.12143,0.50339,1.01229,0.000142342,0.000142342,0.000142342
81,17858.8,0.85932,0.42734,0.89828,0.972,0.933,0.98365,0.75306,1.15651,0.52101,1.03266,0.000130671,0.000130671,0.000130671
82,17867.3,0.84015,0.4127,0.90062,0.96762,0.93819,0.98287,0.76277,1.11472,0.50461,1.01185,0.000119494,0.000119494,0.000119494
83,17876,0.85852,0.42569,0.89665,0.95807,0.94777,0.98426,0.76401,1.14242,0.50577,1.02978,0.000108822,0.000108822,0.000108822
84,17884.2,0.84274,0.41512,0.89648,0.96556,0.93988,0.98461,0.75613,1.13674,0.49687,1.03132,9.86659e-05,9.86659e-05,9.86659e-05
85,17892.6,0.85622,0.4284,0.90697,0.97201,0.93393,0.98539,0.76563,1.13494,0.4977,1.0251,8.90352e-05,8.90352e-05,8.90352e-05
86,17901,0.83359,0.40798,0.8988,0.96129,0.94286,0.98504,0.76964,1.13586,0.50852,1.024,7.99397e-05,7.99397e-05,7.99397e-05
87,17909.2,0.85503,0.42526,0.90244,0.96791,0.93569,0.98286,0.76612,1.08927,0.51155,0.99952,7.13883e-05,7.13883e-05,7.13883e-05
88,17917.9,0.82141,0.40805,0.89227,0.95757,0.92522,0.97912,0.76163,1.13709,0.57532,1.02382,6.33893e-05,6.33893e-05,6.33893e-05
89,17926.6,0.82984,0.41429,0.89554,0.95728,0.92813,0.98062,0.76146,1.10905,0.54549,1.01029,5.59508e-05,5.59508e-05,5.59508e-05
90,17935.3,0.82973,0.41738,0.89041,0.95941,0.92848,0.98006,0.75542,1.12458,0.54948,1.01742,4.908e-05,4.908e-05,4.908e-05
91,17944,0.82143,0.39337,0.90185,0.96233,0.93746,0.97895,0.75252,1.11082,0.51829,1.0188,4.27838e-05,4.27838e-05,4.27838e-05
92,17952.3,0.81285,0.38947,0.89425,0.96801,0.93543,0.97749,0.75218,1.12949,0.52874,1.02409,3.70683e-05,3.70683e-05,3.70683e-05
93,17960.6,0.8003,0.38064,0.89368,0.95582,0.94918,0.97933,0.75165,1.1197,0.51626,1.01697,3.19392e-05,3.19392e-05,3.19392e-05
94,17968.8,0.80292,0.38076,0.89166,0.97011,0.93219,0.97918,0.75298,1.13029,0.52751,1.02217,2.74015e-05,2.74015e-05,2.74015e-05
95,17977.1,0.79898,0.37899,0.88505,0.97263,0.93136,0.97897,0.7536,1.12887,0.52144,1.02153,2.34598e-05,2.34598e-05,2.34598e-05
96,17985.6,0.79377,0.37721,0.88798,0.97253,0.9311,0.97961,0.76118,1.11735,0.52077,1.01733,2.01178e-05,2.01178e-05,2.01178e-05
97,17993.9,0.79785,0.37802,0.89209,0.97252,0.93134,0.9798,0.75892,1.1239,0.52739,1.02139,1.7379e-05,1.7379e-05,1.7379e-05
98,18002.8,0.78594,0.3757,0.88982,0.97054,0.92928,0.97986,0.75783,1.11848,0.52453,1.01856,1.5246e-05,1.5246e-05,1.5246e-05
99,18011.6,0.79325,0.37608,0.88831,0.96986,0.92938,0.97874,0.75811,1.12454,0.52333,1.02024,1.3721e-05,1.3721e-05,1.3721e-05
100,18020.3,0.78785,0.37813,0.88554,0.97188,0.93198,0.97875,0.76423,1.12189,0.52258,1.01928,1.28053e-05,1.28053e-05,1.28053e-05
