raw_target,target_norm,status,error,block_targets,c2f_hidden_targets,c2f_bn_cv1_targets,c2f_bn_cv2_targets,sppf_hidden_targets,changed_paths,base_params,pruned_params_preft,postft_params,base_mb,saved_mb_preft,saved_mb_postft,base_map50_95,preft_map50_95,postft_map50_95,base_map50,preft_map50,postft_map50,base_lat_ms,preft_lat_ms,postft_lat_ms,base_fps,preft_fps,postft_fps,train_box_loss_last,train_cls_loss_last,train_dfl_loss_last,run_dir
model.0.conv,model.0,ok,,0,,,,,model.0,3151904,3156566,3151272,12.0235595703125,-0.01778411865234375,0.002410888671875,0.3714722735825037,0.3551181562618014,0.3598068739891356,0.5211115330751224,0.4993747840575681,0.507461002435228,1.6569034790620207,1.6325336487032474,1.5921841601841151,603.5354579411613,612.5448016304712,628.0680495429393,1.12015,1.22345,1.1746,/home/elenabuk/Documents/Thesis_Compiler_Aware_Model_Optimization_2026/thesis2026-project/detect/optimizer/pruning/runs/manual_prune/sweep_model.0
